Scenario,states,missing,SS ratio,agents,observations,Inaccuracy
polarization,2,0.6,0.6,50,500,0.178046582
polarization,4,0.8,0.6,300,300,0.230180113
polarization,4,0,0,150,300,0.049068763
polarization,4,0,0,50,500,0.086695493
polarization,4,0.4,0.4,150,500,0.102459276
polarization,2,0.8,0.2,150,300,0.020130536
polarization,4,0.2,0,50,500,0.086584638
polarization,4,0.2,0,150,300,0.051223914
polarization,4,0.4,0,50,500,0.088388737
polarization,4,0.6,0,50,500,0.095223253
polarization,16,0.2,0.4,150,300,0.199367445
polarization,4,0.8,0,50,500,0.110780578
polarization,4,0.4,0,150,300,0.054485895
polarization,8,0.2,0.2,300,300,0.167682486
polarization,2,0.8,0.6,50,500,0.296733549
polarization,4,0.6,0,150,300,0.064946375
polarization,2,0.8,0,300,500,0.188427871
polarization,16,0.4,0.4,150,300,0.206966742
polarization,4,0.8,0,150,300,0.103420014
polarization,2,0.2,0.4,150,300,0.075127201
polarization,4,0.2,0.2,50,500,0.097526317
polarization,16,0.6,0.4,150,300,0.210981341
polarization,4,0.2,0.2,150,300,0.054873285
polarization,2,0.4,0.4,150,300,0.077293684
polarization,4,0.6,0.4,150,500,0.114327995
polarization,8,0.4,0.2,300,300,0.166540832
polarization,4,0.2,0.8,300,300,0.20442677
polarization,4,0.4,0.2,50,500,0.117997261
polarization,4,0.4,0.2,150,300,0.067534702
polarization,16,0.8,0.4,150,300,0.28233538
polarization,2,0.6,0.4,150,300,0.078686483
polarization,2,0.8,0.6,300,500,0.119045555
polarization,2,0.2,0.8,50,500,0.110082655
polarization,4,0.6,0.2,150,300,0.09048507
polarization,8,0.6,0.2,300,300,0.186934443
polarization,2,0.8,0.4,150,300,0.125936581
polarization,4,0.4,0.8,300,300,0.205797788
polarization,4,0.8,0.4,150,500,0.099165335
polarization,4,0.6,0.2,50,500,0.121482772
polarization,16,0.2,0.6,150,300,0.204192071
polarization,4,0.8,0.2,150,300,0.049310949
polarization,2,0.4,0.8,50,500,0.124562638
polarization,16,0.4,0.6,150,300,0.215502481
polarization,2,0.2,0.6,150,300,0.079395081
polarization,8,0.8,0.2,300,300,0.154026933
polarization,4,0.6,0.8,300,300,0.206891543
polarization,4,0.8,0.2,50,500,0.124132387
polarization,4,0.2,0.4,150,300,0.073447769
polarization,2,0.2,0.2,300,500,0.201646417
polarization,16,0.6,0.6,150,300,0.234353116
polarization,2,0.4,0.6,150,300,0.080549851
polarization,2,0.6,0.8,50,500,0.197352989
polarization,4,0.4,0.4,150,300,0.085734701
polarization,16,0.8,0.6,150,300,0.306705478
polarization,2,0.6,0.6,150,300,0.091316533
polarization,4,0.2,0.6,150,500,0.093267439
polarization,4,0.8,0.8,300,300,0.233886761
polarization,8,0.2,0.4,300,300,0.17582023
polarization,4,0.6,0.4,150,300,0.114748044
polarization,2,0.8,0.8,50,500,0.340300448
polarization,2,0.8,0.6,150,300,0.113418724
polarization,4,0.2,0.4,50,500,0.157771803
polarization,16,0.2,0.8,150,300,0.210138417
polarization,4,0.8,0.4,150,300,0.260848346
polarization,2,0,0,50,500,0.086005601
polarization,4,0,0,300,300,0.118681156
polarization,2,0.2,0,50,500,0.086028078
polarization,2,0.4,0,50,500,0.087728184
polarization,2,0.6,0,50,500,0.098006512
polarization,16,0.4,0.8,150,300,0.215673657
polarization,8,0.4,0.4,300,300,0.180517356
polarization,2,0.2,0.8,150,300,0.076369111
polarization,2,0.8,0,50,500,0.121158542
polarization,2,0.2,0.8,300,500,0.049186121
polarization,4,0.4,0.4,50,500,0.168713323
polarization,4,0.4,0.6,150,500,0.099347769
polarization,4,0.2,0.6,150,300,0.111366281
polarization,2,0.4,0.2,300,500,0.202483115
polarization,4,0.2,0,300,300,0.120088221
polarization,16,0.6,0.8,150,300,0.246402503
polarization,2,0.4,0.8,150,300,0.080242643
polarization,2,0.2,0.2,50,500,0.085316959
polarization,4,0.4,0.6,150,300,0.123654487
polarization,8,0.6,0.4,300,300,0.192162036
polarization,16,0.8,0.8,150,300,0.323446936
polarization,4,0.6,0.4,50,500,0.168555517
polarization,2,0.6,0.8,150,300,0.086855678
polarization,4,0.4,0,300,300,0.119573664
polarization,2,0.4,0.2,50,500,0.087989091
polarization,4,0.6,0.6,150,300,0.189778544
polarization,16,0,0,150,300,0.107601198
polarization,4,0.6,0.6,150,500,0.109081604
polarization,2,0.8,0.8,150,300,0.134090829
polarization,16,0.2,0,150,300,0.106323161
polarization,4,0.6,0,300,300,0.115991096
polarization,16,0.4,0,150,300,0.109200426
polarization,8,0.8,0.4,300,300,0.2610644
polarization,4,0.8,0.6,150,300,0.290135217
polarization,4,0.8,0.4,50,500,0.25073477
polarization,4,0,0,150,300,0.336483247
polarization,16,0.6,0,150,300,0.113057003
polarization,2,0.6,0.2,50,500,0.104600528
polarization,4,0.2,0,150,300,0.337795711
polarization,16,0.8,0,150,300,0.129770807
polarization,4,0.8,0,300,300,0.115119035
polarization,4,0.4,0,150,300,0.338830499
polarization,2,0.4,0.8,300,500,0.057262651
polarization,4,0.2,0.8,150,300,0.116479885
polarization,4,0.6,0,150,300,0.330345213
polarization,2,0.6,0.2,300,500,0.203723215
polarization,4,0.8,0.6,150,500,0.120329015
polarization,16,0.2,0.2,150,300,0.104114329
polarization,4,0.8,0,150,300,0.343218477
polarization,2,0.8,0.2,50,500,0.051115583
polarization,8,0.2,0.6,300,300,0.182322194
polarization,4,0.4,0.8,150,300,0.145684252
polarization,16,0.4,0.2,150,300,0.102224919
polarization,4,0.2,0.6,50,500,0.198109248
polarization,4,0.2,0.2,150,300,0.339545225
polarization,4,0.2,0.2,300,300,0.119544782
polarization,4,0.6,0.8,150,300,0.183970212
polarization,16,0.6,0.2,150,300,0.116476713
polarization,4,0.4,0.2,150,300,0.333073736
polarization,8,0.4,0.6,300,300,0.191294126
polarization,4,0.4,0.6,50,500,0.217118001
polarization,4,0.8,0.8,150,300,0.332421359
polarization,16,0.8,0.2,150,300,0.038619331
polarization,4,0.6,0.2,150,300,0.324273368
polarization,2,0.2,0.4,50,500,0.098236186
polarization,4,0.4,0.2,300,300,0.114357304
polarization,8,0,0,150,300,0.209001531
polarization,2,0.8,0.2,300,500,0.151373635
polarization,4,0.8,0.2,150,300,0.291002468
polarization,4,0.2,0.8,150,500,0.100887287
polarization,8,0.2,0,150,300,0.208101086
polarization,16,0.2,0.4,150,300,0.108365672
polarization,2,0.6,0.8,300,500,0.073371611
polarization,8,0.6,0.6,300,300,0.212462569
polarization,4,0.6,0.6,50,500,0.216824487
polarization,8,0.4,0,150,300,0.210051688
polarization,4,0.6,0.2,300,300,0.122362212
polarization,8,0.6,0,150,300,0.212787156
polarization,2,0.4,0.4,50,500,0.108843822
polarization,16,0.4,0.4,150,300,0.110879243
polarization,8,0.8,0,150,300,0.230837551
polarization,4,0.2,0.4,150,300,0.297932194
polarization,4,0.8,0.6,50,500,0.294453176
polarization,4,0.8,0.2,300,300,0.018554873
polarization,16,0.6,0.4,150,300,0.121260887
polarization,8,0.8,0.6,300,300,0.299010517
polarization,8,0.2,0.2,150,300,0.207536168
polarization,4,0.4,0.4,150,300,0.296311281
polarization,4,0.4,0.8,150,500,0.108032605
polarization,2,0.6,0.4,50,500,0.12444244
polarization,16,0.8,0.4,150,300,0.192290001
polarization,8,0.4,0.2,150,300,0.213388075
polarization,4,0.6,0.4,150,300,0.296296232
polarization,8,0.6,0.2,150,300,0.221373908
polarization,4,0.8,0.4,150,300,0.297543949
polarization,2,0.8,0.4,50,500,0.244604218
polarization,4,0.2,0.4,300,300,0.131527518
polarization,16,0.2,0.6,150,300,0.119797382
polarization,4,0.2,0.8,50,500,0.189499462
polarization,2,0.8,0.8,300,500,0.138057732
polarization,4,0.6,0.8,150,500,0.108131031
polarization,8,0.2,0.8,300,300,0.187615358
polarization,8,0.8,0.2,150,300,0.202293893
polarization,16,0.4,0.6,150,300,0.132512317
polarization,4,0.2,0.6,150,300,0.286025439
polarization,2,0.2,0.4,300,500,0.232450884
polarization,4,0.4,0.4,300,300,0.133260627
polarization,4,0.4,0.8,50,500,0.200684841
polarization,16,0.6,0.6,150,300,0.157049312
polarization,8,0.2,0.4,150,300,0.222662732
polarization,4,0.4,0.6,150,300,0.293966619
polarization,8,0.4,0.8,300,300,0.19934518
polarization,2,0.2,0.6,50,500,0.141877147
polarization,16,0.8,0.6,150,300,0.257891974
polarization,8,0.4,0.4,150,300,0.228092422
polarization,4,0.8,0.8,150,500,0.16519694
polarization,4,0.6,0.6,150,300,0.288927997
polarization,4,0.6,0.8,50,500,0.216569399
polarization,4,0.6,0.4,300,300,0.140234599
polarization,8,0.6,0.4,150,300,0.247060499
polarization,4,0,0,300,500,0.220990521
polarization,2,0.4,0.6,50,500,0.158903939
polarization,4,0.8,0.6,150,300,0.286608975
polarization,8,0.6,0.8,300,300,0.220983854
polarization,16,0.2,0.8,150,300,0.126381662
polarization,8,0,0,150,500,0.262058211
polarization,8,0.8,0.4,150,300,0.319404979
polarization,4,0.8,0.8,50,500,0.252938199
polarization,4,0.8,0.4,300,300,0.155520226
polarization,16,0.4,0.8,150,300,0.139548636
polarization,4,0.2,0.8,150,300,0.305752083
polarization,2,0.6,0.6,50,500,0.203245455
polarization,8,0.2,0,150,500,0.260776889
polarization,8,0.8,0.8,300,300,0.313052075
polarization,2,0.4,0.4,300,500,0.229347094
polarization,8,0,0,50,500,0.305617291
polarization,8,0.2,0.6,150,300,0.222399571
polarization,16,0.6,0.8,150,300,0.166789182
polarization,8,0.2,0,50,500,0.306660778
polarization,8,0.4,0,50,500,0.305148234
polarization,4,0.4,0.8,150,300,0.303571959
polarization,8,0.4,0,150,500,0.263045533
polarization,8,0.6,0,50,500,0.310711006
polarization,8,0.8,0,50,500,0.310712549
polarization,4,0.2,0,300,500,0.219835396
polarization,8,0.4,0.6,150,300,0.23884418
polarization,16,0.8,0.8,150,300,0.34479142
polarization,2,0.8,0.6,50,500,0.368051213
polarization,4,0.6,0.8,150,300,0.310272721
polarization,8,0.6,0,150,500,0.26452867
polarization,8,0,0,300,300,0.117724191
polarization,4,0.2,0.6,300,300,0.144210586
polarization,8,0.2,0.2,50,500,0.304868021
polarization,8,0.6,0.6,150,300,0.270624072
polarization,2,0,0,150,500,0.146847518
polarization,8,0.8,0,150,500,0.239091575
polarization,4,0.8,0.8,150,300,0.333004895
polarization,8,0.2,0,300,300,0.11818702
polarization,8,0.8,0.6,150,300,0.366028134
polarization,2,0.2,0,150,500,0.146643142
polarization,4,0,0,150,300,0.293633835
polarization,8,0.4,0.2,50,500,0.312824577
polarization,4,0.4,0.6,300,300,0.14767354
polarization,4,0.2,0,150,300,0.295067923
polarization,2,0.2,0.8,50,500,0.13694312
polarization,4,0.4,0,300,500,0.220811869
polarization,8,0.4,0,300,300,0.118746119
polarization,4,0.4,0,150,300,0.292180501
polarization,2,0.4,0,150,500,0.145649608
polarization,8,0.2,0.8,150,300,0.232072188
polarization,4,0.6,0,150,300,0.301829564
polarization,2,0.6,0.4,300,500,0.235352266
polarization,8,0.2,0.2,150,500,0.248006731
polarization,4,0.8,0,150,300,0.297562249
polarization,8,0.6,0.2,50,500,0.316105046
polarization,2,0.6,0,150,500,0.150578338
polarization,4,0.6,0.6,300,300,0.150218456
polarization,8,0.4,0.8,150,300,0.242313391
polarization,8,0.6,0,300,300,0.123777791
polarization,2,0.4,0.8,50,500,0.149908571
polarization,4,0.2,0.2,150,300,0.293493608
polarization,2,0.8,0,150,500,0.156373462
polarization,8,0.6,0.8,150,300,0.294095941
polarization,8,0.8,0,300,300,0.137104221
polarization,8,0.8,0.2,50,500,0.280655606
polarization,4,0.4,0.2,150,300,0.294604132
polarization,4,0.6,0,300,500,0.221258072
polarization,8,0.4,0.2,150,500,0.245118094
polarization,4,0.8,0.6,300,300,0.171018107
polarization,2,0.6,0.8,50,500,0.217122853
polarization,8,0.8,0.8,150,300,0.364937234
polarization,4,0.6,0.2,150,300,0.302466244
polarization,8,0,0,150,300,0.168174087
polarization,2,0.2,0.2,150,500,0.146795911
polarization,8,0.2,0,150,300,0.168569426
polarization,4,0.8,0.2,150,300,0.25988791
polarization,8,0.2,0.2,300,300,0.120688713
polarization,8,0.4,0,150,300,0.170997711
polarization,2,0.8,0.8,50,500,0.379970798
polarization,8,0.2,0.4,50,500,0.286308278
polarization,2,0.8,0.4,300,500,0.23533448
polarization,8,0.6,0,150,300,0.17135875
polarization,8,0.6,0.2,150,500,0.23762612
polarization,8,0.8,0,150,300,0.187720341
polarization,4,0.8,0,300,500,0.224163222
polarization,2,0,0,50,500,0.049539904
polarization,4,0.2,0.8,300,300,0.134097215
polarization,2,0.2,0,50,500,0.051348445
polarization,4,0.2,0.4,150,300,0.321598987
polarization,2,0.4,0,50,500,0.054573306
polarization,2,0.4,0.2,150,500,0.150395474
polarization,2,0.6,0,50,500,0.066479919
polarization,2,0.8,0,50,500,0.100192739
polarization,8,0.4,0.2,300,300,0.122423269
polarization,8,0.2,0.2,150,300,0.16761362
polarization,8,0.4,0.4,50,500,0.283294504
polarization,4,0.4,0.4,150,300,0.319804305
polarization,8,0.4,0.2,150,300,0.162382293
polarization,8,0.8,0.2,150,500,0.191161194
polarization,2,0.2,0.2,50,500,0.056460516
polarization,4,0.4,0.8,300,300,0.145400279
polarization,4,0.6,0.4,150,300,0.319748718
polarization,8,0.6,0.2,300,300,0.128894024
polarization,8,0.6,0.2,150,300,0.174993102
polarization,8,0.6,0.4,50,500,0.301423908
polarization,2,0.6,0.2,150,500,0.156046891
polarization,4,0.8,0.4,150,300,0.321075913
polarization,2,0.4,0.2,50,500,0.062740779
polarization,8,0.8,0.2,150,300,0.161552582
polarization,4,0.6,0.8,300,300,0.147125685
polarization,8,0.8,0.2,300,300,0.067040964
polarization,8,0.8,0.4,50,500,0.327175891
polarization,4,0.2,0.6,150,300,0.332545033
polarization,2,0.6,0.2,50,500,0.090518146
polarization,8,0.2,0.4,150,300,0.185060197
polarization,2,0.8,0.2,150,500,0.152628874
polarization,4,0.2,0.2,300,500,0.221845987
polarization,2,0.2,0.6,300,500,0.214457911
polarization,4,0.4,0.6,150,300,0.320059568
polarization,8,0.2,0.4,150,500,0.242302027
polarization,4,0.8,0.8,300,300,0.138030992
polarization,8,0.4,0.4,150,300,0.198406473
polarization,4,0.6,0.6,150,300,0.334491864
polarization,2,0.8,0.2,50,500,0.045108503
polarization,8,0.2,0.4,300,300,0.115529982
polarization,8,0.6,0.4,150,300,0.218840723
polarization,8,0.2,0.6,50,500,0.243848561
polarization,4,0.8,0.6,150,300,0.32370009
polarization,2,0,0,300,500,0.337208746
polarization,8,0.8,0.4,150,300,0.312728509
polarization,8,0.4,0.4,150,500,0.239625057
polarization,8,0.4,0.4,300,300,0.118196001
polarization,8,0.4,0.6,50,500,0.252477688
polarization,2,0.2,0.4,150,500,0.155214652
polarization,4,0.2,0.8,150,300,0.336617863
polarization,2,0.2,0.4,50,500,0.075380604
polarization,8,0.2,0.6,150,300,0.174307874
polarization,4,0.4,0.2,300,500,0.221503345
polarization,4,0.4,0.8,150,300,0.34422863
polarization,2,0.4,0.6,300,500,0.216853749
polarization,8,0.4,0.6,150,300,0.185275641
polarization,8,0.6,0.4,300,300,0.129056975
polarization,8,0.6,0.4,150,500,0.260280122
polarization,8,0.6,0.6,50,500,0.255254613
polarization,2,0.2,0,300,500,0.336465665
polarization,2,0.4,0.4,50,500,0.08719214
polarization,4,0.6,0.8,150,300,0.328830886
polarization,8,0.6,0.6,150,300,0.240485983
polarization,2,0.4,0.4,150,500,0.156760548
polarization,4,0.8,0.8,150,300,0.436665705
polarization,8,0.8,0.6,150,300,0.353337325
polarization,8,0.8,0.4,300,300,0.198972985
polarization,8,0.8,0.6,50,500,0.316359396
polarization,2,0.6,0.4,50,500,0.12168847
polarization,4,0,0,150,300,0.161234479
polarization,8,0.8,0.4,150,500,0.299362089
polarization,4,0.6,0.2,300,500,0.225551666
polarization,4,0.2,0,150,300,0.159940029
polarization,4,0.4,0,150,300,0.163083365
polarization,8,0.2,0.8,150,300,0.181054369
polarization,2,0.4,0,300,500,0.336192145
polarization,2,0.6,0.4,150,500,0.159032017
polarization,4,0.6,0,150,300,0.155110071
polarization,2,0.8,0.4,50,500,0.279761693
polarization,4,0.8,0,150,300,0.160988119
polarization,8,0.2,0.6,300,300,0.115560455
polarization,8,0.4,0.8,150,300,0.195641752
polarization,2,0.6,0.6,300,500,0.206153464
polarization,8,0.2,0.8,50,500,0.236353094
polarization,4,0.2,0.2,150,300,0.158523996
polarization,8,0.6,0.8,150,300,0.246674134
polarization,4,0.4,0.2,150,300,0.152274098
polarization,8,0.2,0.6,150,500,0.269971482
polarization,2,0.8,0.4,150,500,0.216265675
polarization,8,0.4,0.8,50,500,0.246207797
polarization,8,0.4,0.6,300,300,0.125692378
polarization,8,0.8,0.8,150,300,0.359620036
polarization,2,0.6,0,300,500,0.337232882
polarization,4,0.8,0.2,300,500,0.205989028
polarization,2,0.2,0.6,50,500,0.074710186
polarization,4,0.6,0.2,150,300,0.147250386
polarization,8,0,0,150,300,0.111645318
polarization,8,0.2,0,150,300,0.112946192
polarization,4,0.8,0.2,150,300,0.081160004
polarization,8,0.6,0.8,50,500,0.251552811
polarization,8,0.4,0,150,300,0.115913401
polarization,8,0.6,0.6,300,300,0.145028515
polarization,2,0.4,0.6,50,500,0.092626988
polarization,8,0.6,0,150,300,0.120750969
polarization,8,0.4,0.6,150,500,0.27152397
polarization,8,0.8,0,150,300,0.137305744
polarization,2,0.8,0.6,300,500,0.2117032
polarization,4,0.2,0.4,150,300,0.144380389
polarization,2,0.8,0,300,500,0.333855537
polarization,8,0.8,0.8,50,500,0.364752536
polarization,8,0.2,0.2,150,300,0.109396082
polarization,2,0.2,0.6,150,500,0.156471409
polarization,8,0.8,0.6,300,300,0.242341518
polarization,2,0.6,0.6,50,500,0.138569068
polarization,4,0.4,0.4,150,300,0.140802917
polarization,8,0.4,0.2,150,300,0.113922895
polarization,8,0,0,50,500,0.26232513
polarization,8,0.2,0,50,500,0.262877377
polarization,8,0.4,0,50,500,0.256630171
polarization,8,0.6,0.6,150,500,0.331998831
polarization,4,0.6,0.4,150,300,0.148151751
polarization,8,0.6,0,50,500,0.259564123
polarization,8,0.8,0,50,500,0.260592663
polarization,8,0.6,0.2,150,300,0.129674119
polarization,2,0.8,0.6,50,500,0.304155593
polarization,4,0.8,0.4,150,300,0.153800296
polarization,2,0.4,0.6,150,500,0.161649349
polarization,8,0.2,0.2,50,500,0.271650213
polarization,8,0.8,0.2,150,300,0.061110178
polarization,8,0.2,0.8,300,300,0.11573427
polarization,4,0.2,0.4,300,500,0.21380976
polarization,4,0.2,0.6,150,300,0.149015109
polarization,8,0.8,0.6,150,500,0.344739086
polarization,8,0.4,0.2,50,500,0.272431547
polarization,8,0.2,0.4,150,300,0.110425992
polarization,2,0.2,0.8,50,500,0.093886512
polarization,4,0.4,0.6,150,300,0.147577935
polarization,8,0.4,0.8,300,300,0.127865588
polarization,2,0.6,0.6,150,500,0.1759067
polarization,2,0.2,0.2,300,500,0.337196725
polarization,8,0.4,0.4,150,300,0.119437186
polarization,4,0.6,0.6,150,300,0.149045893
polarization,8,0.6,0.2,50,500,0.236776663
polarization,8,0.6,0.4,150,300,0.141821606
polarization,2,0.2,0.8,300,500,0.204211837
polarization,2,0.4,0.8,50,500,0.126277915
polarization,4,0.8,0.6,150,300,0.203424429
polarization,8,0.6,0.8,300,300,0.16634644
polarization,8,0.8,0.4,150,300,0.265467436
polarization,2,0.8,0.6,150,500,0.254207158
polarization,8,0.8,0.2,50,500,0.163330876
polarization,8,0.2,0.8,150,500,0.249839376
polarization,4,0.4,0.4,300,500,0.212658036
polarization,2,0.6,0.8,50,500,0.180231225
polarization,2,0.4,0.2,300,500,0.335051361
polarization,4,0.2,0.8,150,300,0.153993265
polarization,8,0.2,0.6,150,300,0.114399868
polarization,8,0.8,0.8,300,300,0.305108558
polarization,4,0.4,0.8,150,300,0.16270978
polarization,8,0.4,0.6,150,300,0.132438529
polarization,2,0.8,0.8,50,500,0.375117141
polarization,8,0.2,0.4,50,500,0.253014657
polarization,4,0.6,0.8,150,300,0.157529904
polarization,8,0,0,300,300,0.060827798
polarization,8,0.4,0.8,150,500,0.247275238
polarization,8,0.6,0.6,150,300,0.166190811
polarization,4,0,0,50,500,0.205723211
polarization,2,0.4,0.8,300,500,0.204049101
polarization,4,0.2,0,50,500,0.207495648
polarization,4,0.8,0.8,150,300,0.244084591
polarization,4,0.4,0,50,500,0.20533437
polarization,2,0.2,0.8,150,500,0.154274581
polarization,4,0.6,0,50,500,0.21051633
polarization,8,0.8,0.6,150,300,0.328840605
polarization,2,0.6,0.2,300,500,0.334142502
polarization,8,0.2,0,300,300,0.061313764
