Scenario,states,missing,SS ratio,agents,observations,Inaccuracy
confirmation,32,0.8,0.8,50,150,0.173857727
confirmation,64,0.8,0,300,150,0.098850241
confirmation,16,0.8,0.8,50,150,0.138546461
confirmation,64,0.8,0.8,50,150,0.257674431
confirmation,4,0.8,0.8,50,150,0.118636619
confirmation,4,0.2,0.4,150,150,0.013384
confirmation,8,0.8,0.8,50,150,0.110688411
confirmation,4,0.2,0.2,300,150,0.007610217
confirmation,32,0.8,0.8,50,150,0.182992122
confirmation,16,0.2,0.4,150,150,0.019237486
confirmation,16,0.8,0.8,50,150,0.141535667
confirmation,8,0.2,0.4,150,150,0.018595646
confirmation,64,0.8,0.8,50,150,0.265365219
confirmation,32,0.2,0.4,150,150,0.025421768
confirmation,4,0.8,0.8,50,150,0.052587728
confirmation,8,0.8,0.8,50,150,0.102723372
confirmation,32,0.8,0.8,50,150,0.170016345
confirmation,64,0.2,0.4,150,150,0.035488898
confirmation,16,0.8,0.8,50,150,0.152086476
confirmation,64,0.8,0.8,50,150,0.234842934
confirmation,4,0.8,0.8,50,150,0.121380208
confirmation,32,0,0,50,300,0.026219823
confirmation,16,0.2,0.2,300,150,0.015341254
confirmation,32,0.2,0.2,300,150,0.019572382
confirmation,8,0.8,0.8,50,150,0.102074249
confirmation,4,0.2,0.4,150,150,0.010682729
confirmation,16,0,0,50,300,0.018741129
confirmation,16,0.2,0.4,150,150,0.021045954
confirmation,64,0,0,50,300,0.033473369
confirmation,4,0,0,50,300,0.007611221
confirmation,8,0.2,0.4,150,150,0.019558306
confirmation,8,0.2,0.2,300,150,0.008831665
confirmation,32,0.2,0.4,150,150,0.026430555
confirmation,32,0,0,50,300,0.026186257
confirmation,8,0,0,50,300,0.017173824
confirmation,16,0,0,50,300,0.020305614
confirmation,64,0,0,50,300,0.034515784
confirmation,4,0,0,50,300,0.008415009
confirmation,64,0.2,0.4,150,150,0.034448227
confirmation,64,0.2,0.2,300,150,0.024946436
confirmation,8,0,0,50,300,0.023748174
confirmation,32,0,0,50,300,0.025363286
confirmation,4,0.2,0.2,300,150,0.015577145
confirmation,16,0,0,50,300,0.015282032
confirmation,4,0,0,50,300,0.00645859
confirmation,64,0,0,50,300,0.034720145
confirmation,4,0.2,0.4,150,150,0.013959135
confirmation,16,0.2,0.4,150,150,0.02301031
confirmation,8,0,0,50,300,0.013365035
confirmation,32,0,0,50,300,0.024583511
confirmation,8,0.2,0.4,150,150,0.016032752
confirmation,16,0,0,50,300,0.021799699
confirmation,32,0.2,0.4,150,150,0.024603024
confirmation,4,0,0,50,300,0.014097727
confirmation,64,0,0,50,300,0.033496976
confirmation,8,0,0,50,300,0.017384381
confirmation,64,0.2,0.4,150,150,0.033887314
confirmation,32,0,0,50,300,0.026871503
confirmation,16,0,0,50,300,0.021057184
confirmation,4,0,0,50,300,0.011408045
confirmation,64,0,0,50,300,0.033212034
confirmation,32,0.2,0.2,300,150,0.018808895
confirmation,16,0.2,0.2,300,150,0.01445543
confirmation,8,0,0,50,300,0.014930432
confirmation,4,0.4,0.4,150,150,0.044113299
confirmation,16,0.4,0.4,150,150,0.026620133
confirmation,32,0.2,0,50,300,0.030598682
confirmation,16,0.2,0,50,300,0.0271186
confirmation,8,0.2,0.2,300,150,0.010470552
confirmation,8,0.4,0.4,150,150,0.021994851
confirmation,64,0.2,0,50,300,0.044011477
confirmation,4,0.2,0,50,300,0.013562229
confirmation,32,0.4,0.4,150,150,0.035025317
confirmation,8,0.2,0,50,300,0.020687663
confirmation,64,0.2,0.2,300,150,0.024717802
confirmation,64,0.4,0.4,150,150,0.045981326
confirmation,32,0.2,0,50,300,0.031204897
confirmation,16,0.2,0,50,300,0.024579998
confirmation,64,0.2,0,50,300,0.043152533
confirmation,4,0.2,0,50,300,0.015350352
confirmation,4,0.2,0.2,300,150,0.005290737
confirmation,8,0.2,0,50,300,0.020604271
confirmation,4,0.4,0.4,150,150,0.01112162
confirmation,16,0.4,0.4,150,150,0.029402582
confirmation,16,0.2,0,50,300,0.024147224
confirmation,32,0.2,0,50,300,0.031164028
confirmation,4,0.2,0,50,300,0.014752907
confirmation,64,0.2,0,50,300,0.042259342
confirmation,8,0.4,0.4,150,150,0.019549655
confirmation,32,0.4,0.4,150,150,0.036262849
confirmation,8,0.2,0,50,300,0.022202912
confirmation,64,0.4,0.4,150,150,0.04535658
confirmation,16,0.2,0,50,300,0.025677596
confirmation,32,0.2,0,50,300,0.031596817
confirmation,4,0.2,0,50,300,0.01872902
confirmation,64,0.2,0,50,300,0.04429463
confirmation,16,0.2,0.2,300,150,0.015902148
confirmation,32,0.2,0.2,300,150,0.01731767
confirmation,8,0.2,0,50,300,0.022508805
confirmation,4,0.4,0.4,150,150,0.014144243
confirmation,16,0.4,0.4,150,150,0.024702045
confirmation,16,0.2,0,50,300,0.024397792
confirmation,32,0.2,0,50,300,0.031457481
confirmation,8,0.2,0.2,300,150,0.010612817
confirmation,4,0.2,0,50,300,0.00497732
confirmation,64,0.2,0,50,300,0.042091829
confirmation,8,0.4,0.4,150,150,0.023502822
confirmation,8,0.2,0,50,300,0.017591614
confirmation,32,0.4,0.4,150,150,0.03441713
confirmation,64,0.2,0.2,300,150,0.024206959
confirmation,32,0.4,0,50,300,0.042103352
confirmation,16,0.4,0,50,300,0.034340937
confirmation,64,0.4,0.4,150,150,0.046238788
confirmation,4,0.4,0,50,300,0.029005484
confirmation,64,0.4,0,50,300,0.057321092
confirmation,4,0.2,0.2,300,150,0.008660471
confirmation,8,0.4,0,50,300,0.023673595
confirmation,32,0.4,0,50,300,0.041591971
confirmation,16,0.4,0,50,300,0.031665619
confirmation,4,0.4,0.4,150,150,0.016121278
confirmation,16,0.4,0.4,150,150,0.026377348
confirmation,4,0.4,0,50,300,0.015691372
confirmation,64,0.4,0,50,300,0.055930006
confirmation,8,0.4,0,50,300,0.026001836
confirmation,32,0.4,0.4,150,150,0.034799965
confirmation,8,0.4,0.4,150,150,0.022954263
confirmation,16,0.4,0,50,300,0.033711074
confirmation,32,0.4,0,50,300,0.042104705
confirmation,64,0.4,0,50,300,0.056653461
confirmation,4,0.4,0,50,300,0.031484066
confirmation,64,0.4,0.4,150,150,0.045894868
confirmation,32,0.2,0.2,300,150,0.019608377
confirmation,16,0.2,0.2,300,150,0.013515653
confirmation,8,0.4,0,50,300,0.03680506
confirmation,16,0.4,0,50,300,0.036403129
confirmation,32,0.4,0,50,300,0.042543565
confirmation,4,0.4,0.4,150,150,0.021818821
confirmation,64,0.4,0,50,300,0.055353206
confirmation,4,0.4,0,50,300,0.017190437
confirmation,16,0.4,0.4,150,150,0.026316825
confirmation,8,0.2,0.2,300,150,0.012544195
confirmation,8,0.4,0,50,300,0.028594557
confirmation,16,0.4,0,50,300,0.030535074
confirmation,32,0.4,0.4,150,150,0.034192235
confirmation,8,0.4,0.4,150,150,0.02450055
confirmation,32,0.4,0,50,300,0.039998348
confirmation,64,0.2,0.2,300,150,0.024980306
confirmation,64,0.4,0,50,300,0.056428461
confirmation,4,0.4,0,50,300,0.021797817
confirmation,64,0.4,0.4,150,150,0.046415695
confirmation,4,0.2,0.2,300,150,0.011963207
confirmation,8,0.4,0,50,300,0.028531926
confirmation,16,0.6,0,50,300,0.051909084
confirmation,32,0.6,0,50,300,0.06618587
confirmation,4,0.6,0,50,300,0.041075958
confirmation,64,0.6,0,50,300,0.086041881
confirmation,4,0.6,0.4,150,150,0.021179755
confirmation,8,0.6,0,50,300,0.047778793
confirmation,16,0.6,0.4,150,150,0.038648289
confirmation,16,0.6,0,50,300,0.045853887
confirmation,8,0.6,0.4,150,150,0.027713064
confirmation,32,0.6,0,50,300,0.069572825
confirmation,32,0.6,0.4,150,150,0.056688586
confirmation,4,0.6,0,50,300,0.023979837
confirmation,64,0.6,0,50,300,0.084191417
confirmation,8,0.6,0,50,300,0.051144752
confirmation,32,0.2,0.2,300,150,0.018373606
confirmation,64,0.6,0.4,150,150,0.072716574
confirmation,16,0.2,0.2,300,150,0.012878807
confirmation,16,0.6,0,50,300,0.046043759
confirmation,32,0.6,0,50,300,0.063535338
confirmation,64,0.6,0,50,300,0.088999141
confirmation,4,0.6,0,50,300,0.026057285
confirmation,8,0.2,0.2,300,150,0.011320541
confirmation,4,0.6,0.4,150,150,0.009357044
confirmation,8,0.6,0,50,300,0.03536516
confirmation,16,0.6,0.4,150,150,0.04281663
confirmation,16,0.6,0,50,300,0.055041955
confirmation,32,0.6,0,50,300,0.064788569
confirmation,8,0.6,0.4,150,150,0.039457109
confirmation,4,0.6,0,50,300,0.045213571
confirmation,64,0.2,0.2,300,150,0.024837094
confirmation,32,0.6,0.4,150,150,0.055540691
confirmation,64,0.6,0,50,300,0.083878538
confirmation,8,0.6,0,50,300,0.0369875
confirmation,4,0.4,0.2,300,150,0.008173694
confirmation,16,0.6,0,50,300,0.049800895
confirmation,64,0.6,0.4,150,150,0.073854902
confirmation,32,0.6,0,50,300,0.063126559
confirmation,64,0.6,0,50,300,0.086164209
confirmation,4,0.6,0,50,300,0.024819948
confirmation,8,0.6,0,50,300,0.040832617
confirmation,4,0.6,0.4,150,150,0.047255385
confirmation,16,0.8,0,50,300,0.114665855
confirmation,32,0.8,0,50,300,0.135176211
confirmation,16,0.6,0.4,150,150,0.043988876
confirmation,64,0.8,0,50,300,0.182628892
confirmation,4,0.8,0,50,300,0.058710434
confirmation,32,0.6,0.4,150,150,0.060068086
confirmation,8,0.8,0,50,300,0.097253559
confirmation,8,0.6,0.4,150,150,0.031903154
confirmation,32,0.4,0.2,300,150,0.025814389
confirmation,16,0.4,0.2,300,150,0.019816627
confirmation,32,0.8,0,50,300,0.135836096
confirmation,16,0.8,0,50,300,0.101453243
confirmation,64,0.6,0.4,150,150,0.071387601
confirmation,64,0.8,0,50,300,0.185436607
confirmation,4,0.8,0,50,300,0.042919211
confirmation,8,0.8,0,50,300,0.077509748
confirmation,8,0.4,0.2,300,150,0.011458099
confirmation,16,0.8,0,50,300,0.110385547
confirmation,32,0.8,0,50,300,0.123705253
confirmation,4,0.6,0.4,150,150,0.027950799
confirmation,4,0.8,0,50,300,0.033495876
confirmation,64,0.8,0,50,300,0.182305579
confirmation,8,0.8,0,50,300,0.064429703
confirmation,16,0.6,0.4,150,150,0.044382281
confirmation,4,0.4,0.2,300,150,0.011359378
confirmation,32,0.6,0.4,150,150,0.051520802
confirmation,64,0.4,0.2,300,150,0.032698213
confirmation,8,0.6,0.4,150,150,0.039264341
confirmation,16,0.8,0,50,300,0.106705778
confirmation,32,0.8,0,50,300,0.131722643
confirmation,64,0.8,0,50,300,0.191073908
confirmation,4,0.8,0,50,300,0.0632612
confirmation,8,0.8,0,50,300,0.078458171
confirmation,64,0.6,0.4,150,150,0.072367467
confirmation,16,0.8,0,50,300,0.097060432
confirmation,32,0.8,0,50,300,0.134394343
confirmation,4,0.6,0.4,150,150,0.050449664
confirmation,64,0.8,0,50,300,0.187746866
confirmation,4,0.8,0,50,300,0.07921891
confirmation,8,0.8,0,50,300,0.078416527
confirmation,16,0.6,0.4,150,150,0.044979575
confirmation,32,0.6,0.4,150,150,0.051594732
confirmation,8,0.6,0.4,150,150,0.028981468
confirmation,32,0.4,0.2,300,150,0.024322231
confirmation,16,0.4,0.2,300,150,0.020222701
confirmation,64,0.6,0.4,150,150,0.073387208
confirmation,32,0.2,0.2,50,300,0.031901253
confirmation,8,0.4,0.2,300,150,0.014276658
confirmation,16,0.2,0.2,50,300,0.024945835
confirmation,4,0.2,0.2,50,300,0.006102034
confirmation,4,0.8,0.4,150,150,0.040751485
confirmation,64,0.2,0.2,50,300,0.041596691
confirmation,8,0.2,0.2,50,300,0.023082962
confirmation,4,0.4,0.2,300,150,0.007880047
confirmation,16,0.8,0.4,150,150,0.08316337
confirmation,64,0.4,0.2,300,150,0.032703801
confirmation,32,0.8,0.4,150,150,0.105450399
confirmation,8,0.8,0.4,150,150,0.0666949
confirmation,64,0.8,0.4,150,150,0.143535941
confirmation,16,0.2,0.2,50,300,0.023618078
confirmation,32,0.2,0.2,50,300,0.031886784
confirmation,4,0.8,0.4,150,150,0.044397048
confirmation,64,0.2,0.2,50,300,0.042975109
confirmation,4,0.2,0.2,50,300,0.027865478
confirmation,8,0.2,0.2,50,300,0.017284876
confirmation,16,0.8,0.4,150,150,0.084307851
confirmation,32,0.4,0.2,300,150,0.024636063
confirmation,32,0.8,0.4,150,150,0.093703665
confirmation,8,0.8,0.4,150,150,0.068923813
confirmation,16,0.4,0.2,300,150,0.019292183
confirmation,32,0.2,0.2,50,300,0.033672225
confirmation,16,0.2,0.2,50,300,0.026521904
confirmation,64,0.8,0.4,150,150,0.140448049
confirmation,8,0.4,0.2,300,150,0.017286109
confirmation,4,0.2,0.2,50,300,0.020107219
confirmation,4,0.8,0.4,150,150,0.055523093
confirmation,4,0.4,0.2,300,150,0.007841023
confirmation,64,0.2,0.2,50,300,0.041827245
confirmation,8,0.2,0.2,50,300,0.02793068
confirmation,64,0.4,0.2,300,150,0.0322046
confirmation,16,0.8,0.4,150,150,0.091352943
confirmation,32,0.8,0.4,150,150,0.111799217
confirmation,8,0.8,0.4,150,150,0.061472542
confirmation,16,0.2,0.2,50,300,0.024211704
confirmation,32,0.2,0.2,50,300,0.030676412
confirmation,64,0.8,0.4,150,150,0.14684464
confirmation,4,0.2,0.2,50,300,0.013614029
confirmation,64,0.2,0.2,50,300,0.042235624
confirmation,4,0.8,0.4,150,150,0.038156824
confirmation,8,0.2,0.2,50,300,0.019376213
confirmation,16,0.8,0.4,150,150,0.10343716
confirmation,32,0.4,0.2,300,150,0.024778138
confirmation,32,0.8,0.4,150,150,0.102391893
confirmation,8,0.8,0.4,150,150,0.051859059
confirmation,16,0.4,0.2,300,150,0.01938071
confirmation,16,0.2,0.2,50,300,0.024596257
confirmation,32,0.2,0.2,50,300,0.031309804
confirmation,8,0.4,0.2,300,150,0.016838367
confirmation,64,0.8,0.4,150,150,0.141502984
confirmation,4,0.2,0.2,50,300,0.009372772
confirmation,8,0.2,0.2,50,300,0.017834939
confirmation,4,0.8,0.4,150,150,0.047016389
confirmation,64,0.2,0.2,50,300,0.040936943
confirmation,4,0.4,0.2,300,150,0.025030595
confirmation,64,0.4,0.2,300,150,0.033312305
confirmation,16,0.8,0.4,150,150,0.075422299
confirmation,32,0.8,0.4,150,150,0.100538197
confirmation,8,0.8,0.4,150,150,0.064414965
confirmation,16,0.4,0.2,50,300,0.032518104
confirmation,32,0.4,0.2,50,300,0.042525629
confirmation,64,0.8,0.4,150,150,0.140548071
confirmation,4,0.4,0.2,50,300,0.011502342
confirmation,8,0.4,0.2,50,300,0.024037102
confirmation,64,0.4,0.2,50,300,0.057140051
confirmation,4,0.2,0.6,150,150,0.007506412
confirmation,32,0.4,0.2,300,150,0.025127495
confirmation,16,0.4,0.2,300,150,0.019093824
confirmation,16,0.2,0.6,150,150,0.023331688
confirmation,32,0.2,0.6,150,150,0.025590771
confirmation,8,0.2,0.6,150,150,0.013505415
confirmation,16,0.4,0.2,50,300,0.033733217
confirmation,32,0.4,0.2,50,300,0.040358514
confirmation,8,0.4,0.2,300,150,0.016306234
confirmation,8,0.4,0.2,50,300,0.024221471
confirmation,4,0.4,0.2,50,300,0.014918918
confirmation,64,0.2,0.6,150,150,0.035587051
confirmation,64,0.4,0.2,50,300,0.057635252
confirmation,4,0.6,0.2,300,150,0.017546862
confirmation,4,0.2,0.6,150,150,0.007439663
confirmation,64,0.4,0.2,300,150,0.032608821
confirmation,32,0.4,0.2,50,300,0.041154845
confirmation,16,0.4,0.2,50,300,0.034446797
confirmation,16,0.2,0.6,150,150,0.020904696
confirmation,8,0.2,0.6,150,150,0.019694705
confirmation,32,0.2,0.6,150,150,0.026797346
confirmation,8,0.4,0.2,50,300,0.029724507
confirmation,4,0.4,0.2,50,300,0.023642354
confirmation,64,0.4,0.2,50,300,0.05590649
confirmation,64,0.2,0.6,150,150,0.033843815
confirmation,4,0.2,0.6,150,150,0.007241045
confirmation,32,0.6,0.2,300,150,0.035864408
confirmation,32,0.4,0.2,50,300,0.044429201
confirmation,16,0.6,0.2,300,150,0.028698814
confirmation,16,0.4,0.2,50,300,0.036731281
confirmation,8,0.6,0.2,300,150,0.025431637
confirmation,16,0.2,0.6,150,150,0.018068615
confirmation,8,0.2,0.6,150,150,0.012305205
confirmation,32,0.2,0.6,150,150,0.02558054
confirmation,4,0.4,0.2,50,300,0.023499498
confirmation,8,0.4,0.2,50,300,0.028508682
confirmation,4,0.6,0.2,300,150,0.030228249
confirmation,64,0.4,0.2,50,300,0.056350089
confirmation,64,0.2,0.6,150,150,0.034259094
confirmation,4,0.2,0.6,150,150,0.010209357
confirmation,64,0.6,0.2,300,150,0.050001635
confirmation,32,0.4,0.2,50,300,0.039590267
confirmation,16,0.4,0.2,50,300,0.029132525
confirmation,4,0.4,0.2,50,300,0.024787325
confirmation,8,0.2,0.6,150,150,0.01486606
confirmation,8,0.4,0.2,50,300,0.022560278
confirmation,16,0.2,0.6,150,150,0.019232977
confirmation,32,0.2,0.6,150,150,0.026805387
confirmation,64,0.4,0.2,50,300,0.056099277
confirmation,64,0.2,0.6,150,150,0.035503647
confirmation,32,0.6,0.2,300,150,0.037214034
confirmation,32,0.6,0.2,50,300,0.06305636
confirmation,4,0.2,0.6,150,150,0.007410478
confirmation,16,0.6,0.2,300,150,0.03117659
confirmation,16,0.6,0.2,50,300,0.044065488
confirmation,4,0.6,0.2,50,300,0.030011313
confirmation,8,0.6,0.2,300,150,0.018958001
confirmation,8,0.2,0.6,150,150,0.019722101
confirmation,64,0.6,0.2,50,300,0.088645742
confirmation,8,0.6,0.2,50,300,0.05609622
confirmation,16,0.2,0.6,150,150,0.020058644
confirmation,4,0.6,0.2,300,150,0.017860286
confirmation,32,0.2,0.6,150,150,0.026287175
confirmation,64,0.2,0.6,150,150,0.034201155
confirmation,64,0.6,0.2,300,150,0.050679791
confirmation,32,0.6,0.2,50,300,0.064615252
confirmation,16,0.6,0.2,50,300,0.047240042
confirmation,4,0.4,0.6,150,150,0.019384721
confirmation,64,0.6,0.2,50,300,0.088703089
confirmation,4,0.6,0.2,50,300,0.03679023
confirmation,8,0.6,0.2,50,300,0.046152987
confirmation,8,0.4,0.6,150,150,0.023070488
confirmation,16,0.4,0.6,150,150,0.032303892
confirmation,32,0.4,0.6,150,150,0.037294351
confirmation,32,0.6,0.2,300,150,0.035845392
confirmation,64,0.4,0.6,150,150,0.045290602
confirmation,16,0.6,0.2,300,150,0.029403141
confirmation,16,0.6,0.2,50,300,0.050435415
confirmation,32,0.6,0.2,50,300,0.069224942
confirmation,4,0.4,0.6,150,150,0.023103451
confirmation,8,0.6,0.2,300,150,0.028268032
confirmation,64,0.6,0.2,50,300,0.088134459
confirmation,4,0.6,0.2,50,300,0.033653264
confirmation,4,0.6,0.2,300,150,0.018108957
confirmation,8,0.6,0.2,50,300,0.049570174
confirmation,8,0.4,0.6,150,150,0.024866478
confirmation,32,0.4,0.6,150,150,0.033212666
confirmation,16,0.4,0.6,150,150,0.025485587
confirmation,64,0.6,0.2,300,150,0.049167546
confirmation,16,0.6,0.2,50,300,0.050446819
confirmation,32,0.6,0.2,50,300,0.069509186
confirmation,64,0.4,0.6,150,150,0.045943609
confirmation,4,0.4,0.6,150,150,0.018549465
confirmation,64,0.6,0.2,50,300,0.085848132
confirmation,8,0.6,0.2,50,300,0.05356317
confirmation,4,0.6,0.2,50,300,0.026103472
confirmation,8,0.4,0.6,150,150,0.030018541
confirmation,32,0.6,0.2,300,150,0.040082344
confirmation,16,0.4,0.6,150,150,0.02433725
confirmation,32,0.4,0.6,150,150,0.03289653
confirmation,16,0.6,0.2,50,300,0.045282737
confirmation,16,0.6,0.2,300,150,0.028212802
confirmation,32,0.6,0.2,50,300,0.064464677
confirmation,64,0.4,0.6,150,150,0.045133698
confirmation,8,0.6,0.2,300,150,0.023643454
confirmation,4,0.4,0.6,150,150,0.011407086
confirmation,8,0.6,0.2,50,300,0.042668853
confirmation,4,0.6,0.2,50,300,0.040612958
confirmation,4,0.6,0.2,300,150,0.010405639
confirmation,64,0.6,0.2,50,300,0.090021946
confirmation,8,0.4,0.6,150,150,0.02093299
confirmation,16,0.4,0.6,150,150,0.027562117
confirmation,16,0.8,0.2,50,300,0.092821089
confirmation,32,0.4,0.6,150,150,0.034369848
confirmation,64,0.6,0.2,300,150,0.050419883
confirmation,32,0.8,0.2,50,300,0.143157727
confirmation,8,0.8,0.2,50,300,0.07746607
confirmation,64,0.4,0.6,150,150,0.045131803
confirmation,4,0.8,0.2,50,300,0.12493273
confirmation,4,0.4,0.6,150,150,0.034236183
confirmation,64,0.8,0.2,50,300,0.17912363
confirmation,32,0.6,0.2,300,150,0.03754917
confirmation,8,0.4,0.6,150,150,0.021919374
confirmation,16,0.8,0.2,50,300,0.130970427
confirmation,16,0.4,0.6,150,150,0.029721166
confirmation,32,0.8,0.2,50,300,0.125710316
confirmation,16,0.6,0.2,300,150,0.030885656
confirmation,32,0.4,0.6,150,150,0.033802878
confirmation,4,0.8,0.2,50,300,0.13307651
confirmation,8,0.6,0.2,300,150,0.019614767
confirmation,8,0.8,0.2,50,300,0.102205384
confirmation,64,0.8,0.2,50,300,0.174538788
confirmation,4,0.8,0.2,300,150,0.035952402
confirmation,64,0.4,0.6,150,150,0.046345523
confirmation,4,0.6,0.6,150,150,0.052512259
confirmation,32,0.8,0.2,50,300,0.132877246
confirmation,16,0.8,0.2,50,300,0.101497599
confirmation,64,0.6,0.2,300,150,0.050503513
confirmation,8,0.6,0.6,150,150,0.039339911
confirmation,16,0.6,0.6,150,150,0.043678535
confirmation,8,0.8,0.2,50,300,0.097588595
confirmation,4,0.8,0.2,50,300,0.06562878
confirmation,32,0.6,0.6,150,150,0.053241235
confirmation,64,0.8,0.2,50,300,0.186423962
confirmation,64,0.6,0.6,150,150,0.074080359
confirmation,4,0.6,0.6,150,150,0.026889966
confirmation,32,0.8,0.2,300,150,0.073831563
confirmation,16,0.8,0.2,300,150,0.060393682
confirmation,32,0.8,0.2,50,300,0.114093482
confirmation,16,0.8,0.2,50,300,0.109061464
confirmation,8,0.8,0.2,300,150,0.035876448
confirmation,4,0.8,0.2,50,300,0.06237272
confirmation,8,0.6,0.6,150,150,0.026836907
confirmation,8,0.8,0.2,50,300,0.066588658
confirmation,16,0.6,0.6,150,150,0.046225261
confirmation,4,0.8,0.2,300,150,0.052015466
confirmation,64,0.8,0.2,50,300,0.187900365
confirmation,32,0.6,0.6,150,150,0.06268311
confirmation,64,0.6,0.6,150,150,0.074300312
confirmation,4,0.6,0.6,150,150,0.041120819
confirmation,16,0.8,0.2,50,300,0.09821759
confirmation,32,0.8,0.2,50,300,0.132907751
confirmation,4,0.8,0.2,50,300,0.109639943
confirmation,64,0.8,0.2,300,150,0.103106609
confirmation,8,0.8,0.2,50,300,0.067324903
confirmation,64,0.8,0.2,50,300,0.18177524
confirmation,8,0.6,0.6,150,150,0.033811513
confirmation,16,0.6,0.6,150,150,0.039630775
confirmation,32,0.6,0.6,150,150,0.056264403
confirmation,32,0.8,0.2,300,150,0.072335865
confirmation,64,0.6,0.6,150,150,0.076960246
confirmation,4,0.6,0.6,150,150,0.024376854
confirmation,16,0.8,0.2,300,150,0.065115358
confirmation,8,0.8,0.2,300,150,0.04066482
confirmation,16,0.2,0.4,50,300,0.025133711
confirmation,32,0.2,0.4,50,300,0.031360506
confirmation,4,0.8,0.2,300,150,0.043764587
confirmation,4,0.2,0.4,50,300,0.018316675
confirmation,8,0.2,0.4,50,300,0.020398252
confirmation,64,0.2,0.4,50,300,0.042602826
confirmation,8,0.6,0.6,150,150,0.031013897
confirmation,16,0.6,0.6,150,150,0.041299546
confirmation,32,0.6,0.6,150,150,0.058603372
confirmation,64,0.6,0.6,150,150,0.076489155
confirmation,4,0.6,0.6,150,150,0.02451067
confirmation,64,0.8,0.2,300,150,0.09992213
confirmation,16,0.2,0.4,50,300,0.028672612
confirmation,32,0.2,0.4,50,300,0.031742514
confirmation,4,0.2,0.4,50,300,0.011287921
confirmation,8,0.2,0.4,50,300,0.019563036
confirmation,8,0.6,0.6,150,150,0.036002428
confirmation,64,0.2,0.4,50,300,0.042018122
confirmation,32,0.8,0.2,300,150,0.070589491
confirmation,16,0.6,0.6,150,150,0.042299706
confirmation,32,0.6,0.6,150,150,0.05523269
confirmation,64,0.6,0.6,150,150,0.075062835
confirmation,16,0.8,0.2,300,150,0.061942602
confirmation,4,0.8,0.6,150,150,0.042078931
confirmation,8,0.8,0.2,300,150,0.061450317
confirmation,4,0.8,0.2,300,150,0.069927075
confirmation,16,0.2,0.4,50,300,0.023034784
confirmation,32,0.2,0.4,50,300,0.031641854
confirmation,4,0.2,0.4,50,300,0.009834841
confirmation,8,0.8,0.6,150,150,0.064601547
confirmation,8,0.2,0.4,50,300,0.01380871
confirmation,16,0.8,0.6,150,150,0.080914084
confirmation,64,0.2,0.4,50,300,0.042347673
confirmation,32,0.8,0.6,150,150,0.102549229
confirmation,64,0.8,0.6,150,150,0.139122371
confirmation,4,0.8,0.6,150,150,0.035606147
confirmation,64,0.8,0.2,300,150,0.103054275
confirmation,16,0.2,0.4,50,300,0.025056231
confirmation,32,0.2,0.4,50,300,0.031779411
confirmation,4,0.2,0.4,50,300,0.019563102
confirmation,32,0.8,0.2,300,150,0.077197399
confirmation,8,0.8,0.6,150,150,0.04648655
confirmation,16,0.8,0.6,150,150,0.073894294
confirmation,8,0.2,0.4,50,300,0.022585441
confirmation,32,0.8,0.6,150,150,0.102520432
confirmation,64,0.2,0.4,50,300,0.043320788
confirmation,16,0.8,0.2,300,150,0.057130693
confirmation,64,0.8,0.6,150,150,0.138825288
confirmation,4,0.8,0.6,150,150,0.046400551
confirmation,8,0.8,0.2,300,150,0.044495059
confirmation,4,0.8,0.2,300,150,0.030939326
confirmation,16,0.2,0.4,50,300,0.024476926
confirmation,32,0.2,0.4,50,300,0.031641348
confirmation,4,0.2,0.4,50,300,0.014297584
confirmation,16,0.8,0.6,150,150,0.07070169
confirmation,8,0.8,0.6,150,150,0.07156959
confirmation,32,0.8,0.6,150,150,0.103594161
confirmation,8,0.2,0.4,50,300,0.023345356
confirmation,64,0.2,0.4,50,300,0.04200269
confirmation,64,0.8,0.6,150,150,0.144826237
confirmation,4,0.8,0.6,150,150,0.042419456
confirmation,64,0.8,0.2,300,150,0.10509252
confirmation,32,0.8,0.2,300,150,0.073130959
confirmation,16,0.4,0.4,50,300,0.039362932
confirmation,32,0.4,0.4,50,300,0.042658703
confirmation,4,0.4,0.4,50,300,0.016928262
confirmation,16,0.8,0.6,150,150,0.089505392
confirmation,8,0.8,0.6,150,150,0.074840585
confirmation,16,0.8,0.2,300,150,0.063738821
confirmation,8,0.8,0.2,300,150,0.042102711
confirmation,8,0.4,0.4,50,300,0.025371
confirmation,32,0.8,0.6,150,150,0.104325138
confirmation,4,0.2,0.4,300,150,0.004947053
confirmation,64,0.4,0.4,50,300,0.055964696
confirmation,64,0.8,0.6,150,150,0.144310917
confirmation,4,0.8,0.6,150,150,0.054766514
confirmation,16,0.4,0.4,50,300,0.035494882
confirmation,32,0.4,0.4,50,300,0.045157638
confirmation,4,0.4,0.4,50,300,0.022917946
confirmation,16,0.8,0.6,150,150,0.078681607
confirmation,8,0.8,0.6,150,150,0.058809717
confirmation,8,0.4,0.4,50,300,0.038691793
confirmation,32,0.8,0.6,150,150,0.103059851
confirmation,64,0.8,0.2,300,150,0.098146586
confirmation,64,0.4,0.4,50,300,0.05715549
confirmation,4,0.2,0.8,150,150,0.006455582
confirmation,64,0.8,0.6,150,150,0.136777911
confirmation,32,0.2,0.4,300,150,0.019439995
confirmation,16,0.4,0.4,50,300,0.029012729
